user_id	departement	birth	order_id	order_date	total	nb_tshirts	tshirt_price	category
fc40aa699d	38	6/26/1942	TSG-1200768	2014-05-07 14:20:00	32.0	1	32	Hoodie
52e1e72e77	69	9/11/1973	TSG-1200770	2014-01-12 21:47:00	16.7	1	16.7	White T-Shirt M
7f115c147a	95	8/15/1982	TSG-1200773	2014-04-16 15:27:00	19.9	1	19.9	Hoodie
0e67deba5d	75	7/11/1988	TSG-1200777	2013-12-08 18:55:00	32.0	1	32	Hoodie
8e6ec9b1a4	93	2/13/1988	TSG-1200779	2014-04-22 16:33:00	25.0	1	25	White T-Shirt M
d35bf4de71	31	7/6/1975	TSG-1200780	2013-12-18 16:29:00	19.9	1	19.9	Hoodie
6408379aae	68	1/23/1986	TSG-1200789	2014-08-05 21:48:00	16.7	1	16.7	Black T-Shirt M
c872008d18	95	7/10/1985	TSG-1200791	2014-08-28 09:29:00	16.7	1	16.7	White T-Shirt M
542c090413	67	4/14/1965	TSG-1200796	2013-12-01 22:33:00	79.6	4	19.9	White T-Shirt M
52bd364cae	78	4/22/1985	TSG-1200799	2014-09-11 14:25:00	16.7	1	16.7	Black T-Shirt M
76ef72ce98	44	12/30/1899	TSG-1200801	2013-12-21 10:09:00	16.7	1	16.7	Black T-Shirt M
87bdc34c36	25	11/30/1978	TSG-1200803	2013-12-17 21:43:00	19.9	1	19.9	White T-Shirt M
b1fd7312f4	43	7/21/1974	TSG-1200806	2014-08-05 18:36:00	19.9	1	19.9	White T-Shirt M
20b0b28d6c	13	12/30/1899	TSG-1200809	2014-03-20 19:07:00	19.9	1	19.9	White T-Shirt M
3207e81a21	45	5/9/1986	TSG-1200812	2014-05-16 17:27:00	16.7	1	16.7	White T-Shirt F
4519db360a	87	11/15/1995	TSG-1200814	2013-12-09 05:52:00	16.7	1	16.7	Black T-Shirt M
e950247701	86	3/2/1951	TSG-1200815	2013-12-08 22:32:00	23.9	1	23.9	White T-Shirt M
48d5bad236	76	10/3/1974	TSG-1200816	2014-11-09 08:27:00	33.4	2	16.7	Black T-Shirt M
747a57f995	85	4/4/1970	TSG-1200820	2014-08-06 11:57:00	25.0	1	25	Hoodie
9ce5795977	14	7/27/1979	TSG-1200821	2013-12-14 13:08:00	16.7	1	16.7	Black T-Shirt F
8dfe022c07	54	8/3/1985	TSG-1200822	2014-02-07 11:05:00	19.9	1	19.9	White T-Shirt M
d275f6f0de	73	12/30/1899	TSG-1200828	2013-12-22 13:26:00	33.4	2	16.7	Black T-Shirt F
e79ddc2174	33	7/15/1975	TSG-1200829	2013-11-29 18:12:00	16.7	1	16.7	Black T-Shirt F
49dd788d01	70	11/7/1986	TSG-1200830	2014-01-09 08:24:00	19.9	1	19.9	Black T-Shirt F
bd7bcc685a	59	2/17/1988	TSG-1200833	2014-03-04 20:05:00	16.7	1	16.7	Black T-Shirt M
a2f789a540	77	4/2/1979	TSG-1200838	2014-07-01 21:05:00	23.9	1	23.9	White T-Shirt M
db9aa0b2c4	89	8/23/1984	TSG-1200839	2013-12-08 12:58:00	50.0	2	25	Hoodie
d674855ea8	28	8/19/1979	TSG-1200841	2013-12-03 15:11:00	16.7	1	16.7	White T-Shirt M
6fe2253d9c		12/30/1899	TSG-1200843	2014-07-20 21:50:00	16.7	1	16.7	White T-Shirt M
02e14ea500	74	10/31/1963	TSG-1200846	2014-06-01 12:13:00	19.9	1	19.9	Hoodie
e562069b54	92	12/31/1988	TSG-1200849	2014-03-19 22:57:00	16.7	1	16.7	Black T-Shirt M
3b44c575a2	06	4/4/1954	TSG-1200854	2014-10-20 19:28:00	23.9	1	23.9	White T-Shirt M
0ea44d5f41	85	11/10/1942	TSG-1200855	2014-07-01 13:47:00	25.0	1	25	Tennis Shirt
d36c2842d1	59	12/30/1899	TSG-1200856	2014-01-16 14:38:00	19.9	1	19.9	White T-Shirt M
04c1fec189	38	9/30/1989	TSG-1200858	2013-12-02 19:39:00	23.9	1	23.9	White T-Shirt M
b8ecaa19c4	51	6/29/1970	TSG-1200859	2014-08-29 20:37:00	23.9	1	23.9	Black T-Shirt F
f4808eb7e3	42	12/30/1899	TSG-1200862	2013-12-02 22:11:00	19.9	1	19.9	White T-Shirt M
73d6f57c73	64	10/23/1988	TSG-1200864	2014-09-10 15:35:00	19.9	1	19.9	Hoodie
f531be66e7	17	4/26/1962	TSG-1200865	2013-12-01 17:23:00	19.9	1	19.9	White T-Shirt M
5500597f5b	67	4/9/1958	TSG-1200867	2014-08-26 09:48:00	23.9	1	23.9	Hoodie
16920ca2db	78	7/17/1986	TSG-1200870	2013-12-07 21:55:00	19.9	1	19.9	White T-Shirt M
82f4fbf420	64	2/29/1988	TSG-1200871	2013-12-16 15:46:00	19.9	1	19.9	Black T-Shirt M
fa10179e90	69	9/16/1992	TSG-1200873	2014-05-10 23:47:00	16.7	1	16.7	Black T-Shirt F
38f1bac0f3	22	6/2/1975	TSG-1200876	2013-12-12 17:24:00	66.8	4	16.7	Black T-Shirt M
ca72ffb04d	91	4/18/1979	TSG-1200881	2014-01-27 10:54:00	16.7	1	16.7	Black T-Shirt M
b5b93cd586	60	12/30/1899	TSG-1200887	2014-04-30 07:43:00	23.9	1	23.9	White T-Shirt F
d554d438b2	94	6/15/1984	TSG-1200888	2013-12-04 21:34:00	16.7	1	16.7	Black T-Shirt M
f4bb239054		12/30/1899	TSG-1200892	2014-03-03 23:32:00	25.0	1	25	Hoodie
c674578835	50	11/7/1945	TSG-1200894	2013-12-17 21:30:00	16.7	1	16.7	White T-Shirt M
e824fe766f	47	8/17/1959	TSG-1200896	2013-12-03 23:12:00	25.0	1	25	Hoodie
84442c148f	14	5/3/1994	TSG-1200900	2013-12-25 14:09:00	16.7	1	16.7	Black T-Shirt F
26aefafa95	34	1/28/1975	TSG-1200902	2014-04-10 19:25:00	16.7	1	16.7	Bk TShirt M
52e2d50630	75	12/30/1899	TSG-1200911	2014-09-14 20:30:00	50.1	3	16.7	Black T-Shirt F
03db02fcb7	83	11/18/1991	TSG-1200913	2013-12-19 18:24:00	23.9	1	23.9	Hoodie
a0656ac8d9	05	6/5/1982	TSG-1200915	2013-12-17 15:23:00	19.9	1	19.9	White T-Shirt M
52cc8e34b8	49	6/9/1984	TSG-1200919	2013-12-21 10:53:00	16.7	1	16.7	Black T-Shirt M
3d1daea588	22	12/30/1899	TSG-1200920	2013-12-18 00:15:00	23.9	1	23.9	Tennis Shirt
1ead573d1f	45	7/5/1982	TSG-1200924	2013-12-17 14:38:00	16.7	1	16.7	Black T-Shirt F
93c3ffcb42	01	10/31/1961	TSG-1200926	2014-07-07 18:54:00	19.9	1	19.9	Hoodie
24fe5e59ee	76	3/17/1973	TSG-1200927	2014-08-12 20:42:00	19.9	1	19.9	White T-Shirt F
cd8ae3179c	29	11/29/1968	TSG-1200928	2013-12-16 19:08:00	25.0	1	25	Hoodie
859291bcc7	42	10/25/1978	TSG-1200931	2014-07-20 11:32:00	23.9	1	23.9	Hoodie
41aa11dc7f	77	12/30/1899	TSG-1200933	2014-08-31 10:55:00	23.9	1	23.9	Black T-Shirt F
8742c10e86	92	3/20/1985	TSG-1200935	2013-12-21 17:13:00	19.9	1	19.9	Hoodie
e41a6a6bf2	25	9/16/1970	TSG-1200936	2013-12-10 19:57:00	33.4	2	16.7	Bk TShirt M
12d8e145a1	74	2/9/1979	TSG-1200938	2013-12-16 08:40:00	25.0	1	25	Hoodie
d581b4e9a6	18	10/1/1981	TSG-1200940	2014-06-05 15:46:00	19.9	1	19.9	White T-Shirt M
30df93ab6b	62	7/8/1989	TSG-1200943	2014-09-11 10:06:00	39.8	2	19.9	White T-Shirt F
4a5388fb9e	94	4/20/1953	TSG-1200945	2013-12-16 14:02:00	16.7	1	16.7	Black T-Shirt M
e17261d5dd	60	12/30/1899	TSG-1200950	2014-07-15 12:12:00	19.9	1	19.9	Black T-Shirt M
b6ebfb4295	29	9/19/1986	TSG-1200962	2013-12-08 22:16:00	19.9	1	19.9	White T-Shirt M
db79888fd3	34	7/21/1961	TSG-1200964	2014-08-09 12:50:00	23.9	1	23.9	White T-Shirt M
5e2cf46fad	69	11/10/1969	TSG-1200969	2013-12-09 18:08:00	25.0	1	25	Hoodie
01e6a628ba	39	7/2/1981	TSG-1200970	2013-12-14 09:55:00	16.7	1	16.7	Black T-Shirt M
97f22136b3	78	5/24/1980	TSG-1200980	2014-11-11 10:38:00	23.9	1	23.9	White T-Shirt M
8646100698	57	11/5/1946	TSG-1200982	2014-06-03 15:51:00	23.9	1	23.9	Black T-Shirt F
b4e50a561e	01	9/17/1969	TSG-1200986	2014-06-25 23:19:00	75.0	3	25	Hoodie
565bede4b1	81	2/13/1968	TSG-1200987	2014-10-02 19:22:00	19.9	1	19.9	White T-Shirt F
414589f448	64	6/11/1973	TSG-1200990	2014-04-03 15:30:00	16.7	1	16.7	Black T-Shirt M
1d614ea65d	74	12/30/1899	TSG-1200994	2013-11-29 22:51:00	71.7	3	23.9	Black T-Shirt F
83aa17d189	59	12/20/1982	TSG-1200995	2013-12-16 11:19:00	39.8	2	19.9	Bk TShirt M
ede3af9374	65	4/21/1963	TSG-1201001	2014-07-29 18:24:00	33.4	2	16.7	Black T-Shirt M
efd22847e3	93	9/27/1988	TSG-1201002	2014-09-06 11:10:00	16.7	1	16.7	Black T-Shirt M
02db622166	75	4/12/1992	TSG-1201003	2013-12-15 20:57:00	19.9	1	19.9	White T-Shirt M
dbb8aa97be	06	12/30/1899	TSG-1201007	2014-07-01 20:43:00	16.7	1	16.7	Black T-Shirt F
0594f434f4	22	12/11/1961	TSG-1201008	2013-12-19 18:10:00	16.7	1	16.7	Black T-Shirt M
56cbf3c9e3	75	4/22/1980	TSG-1201017	2013-11-30 11:10:00	23.9	1	23.9	White T-Shirt M
45099803fb	34	4/30/1991	TSG-1201023	2013-12-27 17:21:00	19.9	1	19.9	Hoodie
663ebc9ed1	83	7/11/1980	TSG-1201027	2014-08-24 12:22:00	19.9	1	19.9	White T-Shirt M
d46959f55b		9/3/1960	TSG-1201029	2014-05-28 14:46:00	16.7	1	16.7	Black T-Shirt M
4103d0243f	31	9/12/1982	TSG-1201033	2014-03-10 18:11:00	19.9	1	19.9	Black T-Shirt M
1c59eb1aae	77	2/1/1957	TSG-1201036	2014-03-04 15:07:00	19.9	1	19.9	Black T-Shirt M
ee55046678	74	12/6/1974	TSG-1201038	2014-03-26 12:24:00	39.8	2	19.9	Black T-Shirt F
98212327cc	85	12/30/1899	TSG-1201042	2014-08-25 22:03:00	25.0	1	25	Hoodie
8524c0c0bc	84	9/5/1953	TSG-1201043	2013-12-14 18:41:00	59.7	3	19.9	White T-Shirt M
6865f12da7	57	3/3/1982	TSG-1201049	2014-05-16 14:59:00	25.0	1	25	Hoodie
d8e4a39841	43	11/25/1977	TSG-1201050	2014-02-21 12:16:00	23.9	1	23.9	Hoodie
fa203d2371	91	7/2/1988	TSG-1201051	2014-06-30 13:49:00	250.5	15	16.7	Black T-Shirt M
fa203d2371	91	7/2/1988	TSG-1201052	2014-06-30 13:49:00	250.5	15	16.7	Black T-Shirt M
e77359e5e5	89	9/30/1981	TSG-1201056	2013-11-29 14:26:00	50.0	2	25	Hoodie
5806770724	83	12/30/1899	TSG-1201059	2013-12-11 22:11:00	33.4	2	16.7	Black T-Shirt M
022f7cd362	95	10/9/1954	TSG-1201060	2013-12-19 18:41:00	23.9	1	23.9	Hoodie
f797d0b7fa	92	3/28/1957	TSG-1201061	2014-07-19 11:22:00	23.9	1	23.9	Hoodie
07533dcf1c	33	12/20/1939	TSG-1201063	2013-12-15 10:43:00	16.7	1	16.7	Black T-Shirt F
1d7bbe71e6	34	6/21/1991	TSG-1201064	2014-07-07 22:43:00	16.7	1	16.7	White T-Shirt F
d7200556ab	44	11/7/1985	TSG-1201067	2013-12-01 09:46:00	19.9	1	19.9	White T-Shirt F
a57db2c86f	69	12/30/1899	TSG-1201069	2014-02-05 18:45:00	25.0	1	25	Hoodie
3eb2d6b1ad	70	2/18/1965	TSG-1201071	2014-06-01 18:57:00	32.0	1	32	Hoodie
b4187c8064	52	12/30/1899	TSG-1201073	2014-06-02 13:26:00	16.7	1	16.7	Black T-Shirt F
2e796ba0dd	28	10/7/1994	TSG-1201074	2014-05-24 23:10:00	23.9	1	23.9	Tennis Shirt
3d284c057f	28	5/1/1979	TSG-1201076	2013-12-20 15:40:00	50.1	3	16.7	White T-Shirt M
49300e4f77	44	6/26/1973	TSG-1201088	2014-05-14 11:10:00	16.7	1	16.7	White T-Shirt F
6491c93827	46	1/17/1964	TSG-1201093	2014-03-23 11:44:00	16.7	1	16.7	White T-Shirt M
57c4fad1e0	01	11/12/1987	TSG-1201096	2013-12-02 11:46:00	19.9	1	19.9	White T-Shirt M
db4893fcb1	88	11/15/1990	TSG-1201099	2014-06-20 19:15:00	19.9	1	19.9	Hoodie
e30345be1c	34	3/11/1941	TSG-1201103	2014-01-21 14:27:00	19.9	1	19.9	Black T-Shirt M
ce385f8d25	31	12/30/1899	TSG-1201104	2014-05-21 14:49:00	16.7	1	16.7	Black T-Shirt M
c276ed84e2	75	12/30/1899	TSG-1201105	2014-06-27 00:18:00	16.7	1	16.7	Black T-Shirt M
88ae52f548	34	12/1/1958	TSG-1201107	2013-12-11 19:52:00	39.8	2	19.9	Black T-Shirt F
b2af9607f7	14	2/25/1965	TSG-1201111	2014-03-05 12:45:00	16.7	1	16.7	White T-Shirt M
6b7556bee4	49	2/3/1983	TSG-1201112	2014-06-28 23:12:00	19.9	1	19.9	White T-Shirt M
15461b0bf9	49	6/25/1988	TSG-1201113	2013-12-14 17:03:00	16.7	1	16.7	Black T-Shirt M
9fa0966606	47	5/1/1965	TSG-1201119	2014-03-21 14:15:00	23.9	1	23.9	Hoodie
6570c3458c	09	11/29/1986	TSG-1201120	2014-05-22 14:03:00	19.9	1	19.9	White T-Shirt M
c528d8865b	54	8/10/1983	TSG-1201123	2014-05-23 14:01:00	19.9	1	19.9	Hoodie
f22e7ff02c	13	3/15/1991	TSG-1201130	2013-12-13 19:56:00	19.9	1	19.9	Black T-Shirt M
791dbb5824	78	7/18/1986	TSG-1201133	2013-12-01 13:13:00	23.9	1	23.9	White T-Shirt F
844b2f25db	71	4/21/1992	TSG-1201140	2013-12-10 21:09:00	39.8	2	19.9	White T-Shirt M
cf9e1dba2d	34	9/5/1992	TSG-1201141	2014-08-27 19:00:00	25.0	1	25	Hoodie
f75df4f5d9	74	2/20/1946	TSG-1201142	2013-12-05 12:21:00	16.7	1	16.7	Black T-Shirt F
47042a5473	61	12/30/1899	TSG-1201143	2014-09-16 17:14:00	23.9	1	23.9	White T-Shirt M
76f19d982a	59	10/17/1980	TSG-1201144	2013-12-12 23:01:00	16.7	1	16.7	Black T-Shirt M
4aef2fc207	83	12/11/1987	TSG-1201148	2014-07-01 20:20:00	19.9	1	19.9	Hoodie
d61e96186a	77	9/17/1979	TSG-1201150	2013-12-17 11:14:00	16.7	1	16.7	Black T-Shirt M
94cfd925af	85	6/25/1942	TSG-1201151	2014-03-17 14:37:00	16.7	1	16.7	White T-Shirt F
642e013e66	54	4/16/1978	TSG-1201159	2013-12-08 19:01:00	16.7	1	16.7	Black T-Shirt M
8085977503	42	9/23/1994	TSG-1201161	2014-05-22 12:49:00	19.9	1	19.9	White T-Shirt M
f7113cd9c2	06	12/5/1965	TSG-1201162	2013-12-16 11:24:00	23.9	1	23.9	White T-Shirt M
5a199b5c29	06	9/22/1972	TSG-1201163	2014-09-06 14:08:00	23.9	1	23.9	White T-Shirt M
0bdacb69f6	34	10/29/1962	TSG-1201166	2014-08-08 11:53:00	19.9	1	19.9	White T-Shirt M
6d5f66f859	78	12/30/1899	TSG-1201170	2014-05-21 13:55:00	19.9	1	19.9	Black T-Shirt F
5fe72a4b40	54	3/4/1983	TSG-1201174	2014-08-05 10:20:00	23.9	1	23.9	Tennis Shirt
0c272a18b7	92	12/14/1989	TSG-1201175	2014-06-16 21:46:00	16.7	1	16.7	Black T-Shirt M
cc455d46ca	95	4/23/1962	TSG-1201176	2014-06-25 12:04:00	19.9	1	19.9	Black T-Shirt F
2cc1ea8430	93	5/5/1967	TSG-1201178	2014-07-27 22:34:00	19.9	1	19.9	Black T-Shirt M
c8f2abfeff	92	12/30/1899	TSG-1201179	2013-12-19 15:24:00	19.9	1	19.9	Black T-Shirt M
d67f7fe543	78	6/11/1959	TSG-1201182	2014-07-17 13:44:00	16.7	1	16.7	White T-Shirt F
4ac4847289	78	2/11/1964	TSG-1201183	2013-11-30 12:49:00	47.8	2	23.9	White T-Shirt M
40908ac74f	72	12/30/1899	TSG-1201186	2013-12-07 20:45:00	39.8	2	19.9	Hoodie
c1d04e5bc6	71	8/12/1965	TSG-1201197	2014-03-19 16:01:00	25.0	1	25	White T-Shirt M
1951812fcd	06	4/5/1991	TSG-1201199	2013-12-16 20:27:00	66.8	4	16.7	Black T-Shirt F
1951812fcd	06	4/5/1991	TSG-1201200	2013-12-16 20:27:00	66.8	4	16.7	Black T-Shirt F
7c98437172	13	5/3/1948	TSG-1201205	2014-09-03 16:11:00	19.9	1	19.9	White T-Shirt M
3e72234204	75	2/19/1987	TSG-1201206	2014-09-12 12:20:00	19.9	1	19.9	White T-Shirt M
7d46480f2f	75	12/30/1899	TSG-1201207	2014-07-21 23:50:00	16.7	1	16.7	Black T-Shirt F
74ce31b772	71	12/30/1899	TSG-1201208	2013-12-09 10:47:00	23.9	1	23.9	White T-Shirt M
2e1b96bf0d	72	4/23/1992	TSG-1201214	2013-12-10 19:41:00	23.9	1	23.9	White T-Shirt M
c336637f19	34	1/3/1981	TSG-1201218	2013-12-24 09:34:00	16.7	1	16.7	Black T-Shirt F
1545425430	92	3/11/1981	TSG-1201219	2014-03-15 12:39:00	19.9	1	19.9	Black T-Shirt M
